City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
67,San Juan De Abajo,20.8167,-105.1833,78.8,61,1,12.66,MX,clear sky,2021-04-18 18:42:37
68,Port Alfred,-33.5906,26.891,74.34,44,0,4.9,ZA,clear sky,2021-04-18 18:42:37
69,Alizai,33.5383,70.3462,63.68,62,75,1.7,PK,broken clouds,2021-04-18 18:42:37
70,Tucupita,9.0622,-62.051,92.25,35,83,11.56,VE,broken clouds,2021-04-18 18:42:38
71,Luxor,25.6989,32.6421,96.8,19,0,11.5,EG,clear sky,2021-04-18 18:42:38
72,Kachug,53.9606,105.8817,26.89,66,99,2.17,RU,overcast clouds,2021-04-18 18:42:38
73,Ayan,56.45,138.1667,27.39,96,100,9.1,RU,light snow,2021-04-18 18:42:39
74,Ngunguru,-35.6167,174.5,54.0,92,88,4.34,NZ,overcast clouds,2021-04-18 18:42:39
75,Gizo,-8.103,156.8419,82.63,72,100,3.4,SB,light rain,2021-04-18 18:42:39
76,Leningradskiy,69.3833,178.4167,18.36,81,2,7.63,RU,clear sky,2021-04-18 18:42:40
77,Haines Junction,60.7522,-137.5108,44.6,33,78,1.14,CA,broken clouds,2021-04-18 18:42:40
78,Luwuk,-0.9516,122.7875,75.6,87,100,2.62,ID,light rain,2021-04-18 18:42:40
79,Fortuna,40.5982,-124.1573,64.0,82,1,13.8,US,clear sky,2021-04-18 18:42:41
80,Sompeta,18.9333,84.6,79.61,85,5,13.62,IN,clear sky,2021-04-18 18:42:41
81,Vanimo,-2.6741,141.3028,76.1,87,100,2.15,PG,overcast clouds,2021-04-18 18:42:41
82,Labuhan,-6.8844,112.2051,77.18,86,100,5.66,ID,overcast clouds,2021-04-18 18:42:42
83,Lanzhou,36.0564,103.7922,53.6,40,0,13.42,CN,clear sky,2021-04-18 18:42:42
84,Itarema,-2.9248,-39.9167,82.11,75,100,11.39,BR,overcast clouds,2021-04-18 18:42:42
85,Adrar,20.5022,-10.0711,84.34,8,0,8.05,MR,clear sky,2021-04-18 18:42:43
86,Hithadhoo,-0.6,73.0833,82.72,62,9,5.5,MV,clear sky,2021-04-18 18:42:43
87,Provideniya,64.3833,-173.3,28.22,88,100,3.04,RU,overcast clouds,2021-04-18 18:42:44
88,Tessalit,20.1986,1.0114,90.66,10,4,11.5,ML,clear sky,2021-04-18 18:42:44
89,Baraki Barak,33.9675,68.9486,52.99,36,69,2.13,AF,broken clouds,2021-04-18 18:42:44
90,Banda Aceh,5.5577,95.3222,80.65,80,85,12.33,ID,overcast clouds,2021-04-18 18:42:45
91,Hobyo,5.3505,48.5268,83.43,66,15,12.57,SO,few clouds,2021-04-18 18:42:45
92,Saskylakh,71.9167,114.0833,-3.96,97,97,6.49,RU,overcast clouds,2021-04-18 18:42:45
93,Ndungu,-4.3667,38.05,69.49,95,84,4.54,TZ,broken clouds,2021-04-18 18:42:46
94,Pascagoula,30.3658,-88.5561,71.6,53,1,8.05,US,clear sky,2021-04-18 18:42:46
95,Victoria,22.2855,114.1577,72.0,78,100,3.0,HK,overcast clouds,2021-04-18 18:38:06
96,Gravdal,68.1214,13.5031,46.4,49,0,8.05,NO,clear sky,2021-04-18 18:42:46
97,Brumado,-14.2036,-41.6653,80.96,53,98,4.52,BR,overcast clouds,2021-04-18 18:42:47
98,Usolye,59.4268,56.6808,24.01,37,45,4.45,RU,scattered clouds,2021-04-18 18:42:47
99,Swanzey,42.8698,-72.2818,55.99,54,90,10.36,US,overcast clouds,2021-04-18 18:42:47
100,Tripoli,32.8752,13.1875,60.31,74,0,8.57,LY,clear sky,2021-04-18 18:38:33
101,Gat,31.61,34.7642,82.0,38,0,7.9,IL,clear sky,2021-04-18 18:42:48
102,Klaksvik,62.2266,-6.589,44.6,81,75,5.75,FO,broken clouds,2021-04-18 18:42:48
103,Aswan,24.0934,32.907,89.96,26,0,15.97,EG,clear sky,2021-04-18 18:42:50
104,Cabo San Lucas,22.8909,-109.9124,84.0,44,1,8.05,MX,clear sky,2021-04-18 18:42:50
105,Upernavik,72.7868,-56.1549,11.8,76,100,4.76,GL,overcast clouds,2021-04-18 18:42:50
106,Kodiak,57.79,-152.4072,42.8,81,90,10.36,US,light rain,2021-04-18 18:42:50
107,Otradnoye,59.7775,30.8181,50.0,43,0,11.18,RU,clear sky,2021-04-18 18:42:51
108,Qaanaaq,77.484,-69.3632,6.55,70,100,5.7,GL,overcast clouds,2021-04-18 18:42:51
109,Saint Anthony,45.0205,-93.218,62.01,36,1,9.22,US,clear sky,2021-04-18 18:42:52
110,Mount Gambier,-37.8333,140.7667,51.8,100,90,11.5,AU,mist,2021-04-18 18:42:52
111,Matanzas,23.0411,-81.5775,91.4,49,75,6.91,CU,broken clouds,2021-04-18 18:42:52
112,Butaritari,3.0707,172.7902,82.85,76,88,15.46,KI,overcast clouds,2021-04-18 18:42:53
113,Ardakan,32.31,54.0175,69.8,24,0,2.3,IR,clear sky,2021-04-18 18:42:53
114,Negara,-8.3151,114.6025,76.05,88,82,5.19,ID,broken clouds,2021-04-18 18:42:53
115,Tuktoyaktuk,69.4541,-133.0374,26.6,86,20,10.36,CA,few clouds,2021-04-18 18:42:54
116,Greymouth,-42.4667,171.2,51.75,90,45,2.15,NZ,scattered clouds,2021-04-18 18:39:14
117,Erdenet,49.0333,104.0833,32.34,52,47,3.65,MN,scattered clouds,2021-04-18 18:42:54
118,Mitsamiouli,-11.3847,43.2844,80.69,78,6,12.24,KM,light rain,2021-04-18 18:42:54
119,Chapais,49.7834,-74.8492,48.2,53,90,2.3,CA,overcast clouds,2021-04-18 18:42:55
120,Talnakh,69.4865,88.3972,-16.85,88,77,1.63,RU,broken clouds,2021-04-18 18:42:55
121,Bengkulu,-3.8004,102.2655,74.77,90,100,3.87,ID,overcast clouds,2021-04-18 18:42:55
122,Kavieng,-2.5744,150.7967,81.46,75,99,3.85,PG,overcast clouds,2021-04-18 18:42:56
123,Namibe,-15.1961,12.1522,80.56,75,5,6.38,AO,clear sky,2021-04-18 18:42:56
124,Zharkent,44.1628,80.0,61.5,39,100,6.96,KZ,overcast clouds,2021-04-18 18:42:56
125,Sola,-13.8833,167.55,82.49,72,98,6.76,VU,overcast clouds,2021-04-18 18:42:57
126,Makakilo City,21.3469,-158.0858,77.0,64,1,8.05,US,clear sky,2021-04-18 18:42:57
127,Codrington,-38.2667,141.9667,51.19,95,12,9.55,AU,few clouds,2021-04-18 18:42:58
128,Santa,17.486,120.4348,75.87,65,49,9.44,PH,scattered clouds,2021-04-18 18:42:58
129,Nivala,63.9167,24.9667,37.0,96,15,3.18,FI,few clouds,2021-04-18 18:42:58
130,Hambantota,6.1241,81.1185,78.8,94,21,4.61,LK,few clouds,2021-04-18 18:42:58
131,Christchurch,-43.5333,172.6333,55.0,100,52,2.3,NZ,broken clouds,2021-04-18 18:41:25
132,Stephenville,32.2207,-98.2023,62.6,36,40,12.66,US,scattered clouds,2021-04-18 18:42:59
133,San Jose De Guanipa,8.8872,-64.1651,94.01,27,94,15.23,VE,overcast clouds,2021-04-18 18:42:59
134,Natchitoches,31.7668,-93.1335,62.6,59,40,10.36,US,scattered clouds,2021-04-18 18:43:00
135,Sandnessjoen,66.0217,12.6316,51.8,43,0,10.36,NO,clear sky,2021-04-18 18:43:00
136,Massaguet,12.4755,15.4365,93.2,12,100,1.14,TD,overcast clouds,2021-04-18 18:43:00
137,Bethel,41.3712,-73.414,60.8,36,75,9.22,US,broken clouds,2021-04-18 18:43:00
138,Port Hardy,50.6996,-127.4199,55.4,62,1,3.44,CA,clear sky,2021-04-18 18:42:13
139,Eureka,40.8021,-124.1637,64.0,93,90,8.05,US,mist,2021-04-18 18:39:51
140,Mahebourg,-20.4081,57.7,75.2,100,75,11.5,MU,light rain,2021-04-18 18:43:01
141,Pacific Grove,36.6177,-121.9166,66.2,63,1,3.44,US,clear sky,2021-04-18 18:43:01
142,Thompson,55.7435,-97.8558,24.8,42,1,9.22,CA,clear sky,2021-04-18 18:43:02
143,Birao,10.2849,22.7882,87.33,9,95,6.02,CF,overcast clouds,2021-04-18 18:43:02
144,Geraldton,-28.7667,114.6,62.6,63,0,9.22,AU,clear sky,2021-04-18 18:43:02
145,Kilis,36.7161,37.115,66.2,59,75,1.83,TR,broken clouds,2021-04-18 18:43:03
146,Vvedenka,49.8244,36.5075,44.6,93,75,4.47,UA,light rain,2021-04-18 18:43:03
147,Tambun,-6.2641,107.0712,82.0,83,20,5.75,ID,haze,2021-04-18 18:43:03
148,Saint-Philippe,-21.3585,55.7679,75.2,78,90,11.5,RE,overcast clouds,2021-04-18 18:43:04
149,Zhicheng,30.2956,111.5047,59.0,78,87,1.79,CN,overcast clouds,2021-04-18 18:43:04
150,Yinchuan,38.4681,106.2731,58.73,16,44,5.17,CN,scattered clouds,2021-04-18 18:39:06
151,Bandiagara,14.3501,-3.6104,100.4,9,0,11.5,ML,clear sky,2021-04-18 18:43:05
152,Healesville,-37.65,145.5167,53.01,94,25,2.77,AU,scattered clouds,2021-04-18 18:43:05
153,Praia,14.9215,-23.5087,75.2,64,20,23.02,CV,few clouds,2021-04-18 18:43:08
154,Bat Khela,34.6167,71.9714,58.05,68,0,7.49,PK,clear sky,2021-04-18 18:43:09
155,Fairbanks,64.8378,-147.7164,46.4,42,1,9.22,US,clear sky,2021-04-18 18:43:09
156,Souillac,-20.5167,57.5167,75.2,100,75,11.5,MU,light rain,2021-04-18 18:43:09
157,Leirvik,59.7798,5.5005,51.8,46,0,8.05,NO,clear sky,2021-04-18 18:43:09
158,Port-Cartier,50.0334,-66.8654,41.0,65,75,8.05,CA,broken clouds,2021-04-18 18:43:10
159,Kidal,18.4411,1.4078,94.8,10,13,11.16,ML,few clouds,2021-04-18 18:43:10
160,Yaypan,40.3758,70.8156,63.86,38,7,6.58,UZ,clear sky,2021-04-18 18:43:10
161,Vardo,70.3705,31.1107,37.4,70,0,9.22,NO,clear sky,2021-04-18 18:43:11
162,Cherskiy,68.75,161.3,22.62,88,100,8.75,RU,overcast clouds,2021-04-18 18:43:11
163,Marrakesh,31.6315,-8.0083,82.4,24,20,2.3,MA,few clouds,2021-04-18 18:43:11
164,Fort Nelson,58.8053,-122.7002,41.0,81,20,2.3,CA,few clouds,2021-04-18 18:43:10
165,Vao,-22.6667,167.4833,76.86,77,17,9.73,NC,moderate rain,2021-04-18 18:43:12
166,Los Llanos De Aridane,28.6585,-17.9182,68.0,64,20,18.41,ES,few clouds,2021-04-18 18:43:12
167,Avera,33.194,-82.5271,77.0,31,1,9.22,US,clear sky,2021-04-18 18:43:13
168,Poum,-20.2333,164.0167,77.68,79,95,10.25,NC,overcast clouds,2021-04-18 18:43:13
169,Yellowknife,62.456,-114.3525,37.0,64,20,11.5,CA,few clouds,2021-04-18 18:43:13
170,Barcelona,41.3888,2.159,57.99,58,0,13.8,ES,clear sky,2021-04-18 18:43:14
171,Ust-Ilimsk,58.0006,102.6619,16.12,91,100,4.32,RU,overcast clouds,2021-04-18 18:43:14
172,Arman,59.7,150.1667,28.02,92,99,5.12,RU,overcast clouds,2021-04-18 18:43:14
173,Linjiang,41.8069,126.9078,38.32,68,3,3.69,CN,clear sky,2021-04-18 18:43:15
174,Port Elizabeth,-33.918,25.5701,64.4,63,0,2.3,ZA,clear sky,2021-04-18 18:42:45
175,Lakatoro,-16.0999,167.4164,79.68,81,52,5.7,VU,broken clouds,2021-04-18 18:43:15
176,Husavik,66.0449,-17.3389,41.0,60,75,13.8,IS,broken clouds,2021-04-18 18:43:15
177,Nioro,13.35,-15.75,101.3,11,96,3.89,GM,overcast clouds,2021-04-18 18:43:16
178,Amapa,1.0,-52.0,74.26,96,100,2.68,BR,overcast clouds,2021-04-18 18:43:16
179,Bay City,43.5945,-83.8889,59.0,29,1,8.05,US,clear sky,2021-04-18 18:43:16
180,Nacala,-14.5428,40.6728,71.4,83,2,8.05,MZ,clear sky,2021-04-18 18:43:17
181,Areosa,41.7178,-8.8571,64.0,55,0,2.3,PT,clear sky,2021-04-18 18:43:17
182,San Cristobal,7.7669,-72.225,91.4,38,40,18.41,VE,scattered clouds,2021-04-18 18:43:17
183,Donskoy,53.9711,38.3363,45.68,84,100,11.39,RU,light rain,2021-04-18 18:43:18
184,Walvis Bay,-22.9575,14.5053,87.8,33,75,21.85,NA,broken clouds,2021-04-18 18:43:18
185,Waipawa,-41.4122,175.5153,60.8,63,29,16.11,NZ,scattered clouds,2021-04-18 18:43:18
186,Airai,-8.9266,125.4092,56.68,67,100,2.17,TL,overcast clouds,2021-04-18 18:43:19
187,Esperance,-33.8667,121.9,51.8,93,0,10.36,AU,clear sky,2021-04-18 18:43:19
188,Ixtapa,20.7,-105.2,78.8,61,1,12.66,MX,clear sky,2021-04-18 18:43:19
189,Carnarvon,-24.8667,113.6333,76.01,70,0,20.24,AU,clear sky,2021-04-18 18:42:58
190,Gobabis,-22.45,18.9667,67.51,42,97,13.89,NA,overcast clouds,2021-04-18 18:43:20
191,Carai,-17.1889,-41.6947,74.57,65,96,3.94,BR,overcast clouds,2021-04-18 18:43:20
192,Nyurba,63.2842,118.3319,4.66,97,100,2.46,RU,overcast clouds,2021-04-18 18:43:20
193,Broome,42.2506,-75.833,57.0,44,40,9.22,US,scattered clouds,2021-04-18 18:43:20
194,Manokwari,-0.8667,134.0833,77.92,78,100,2.82,ID,overcast clouds,2021-04-18 18:43:21
195,Te Anau,-45.4167,167.7167,51.91,85,100,6.76,NZ,overcast clouds,2021-04-18 18:43:21
196,Chokurdakh,70.6333,147.9167,10.2,91,100,18.3,RU,overcast clouds,2021-04-18 18:43:21
197,Taltal,-25.4,-70.4833,67.84,74,28,7.67,CL,scattered clouds,2021-04-18 18:43:22
198,Tungor,53.3808,142.9564,31.19,98,100,13.56,RU,overcast clouds,2021-04-18 18:43:22
199,Paamiut,61.994,-49.6678,27.81,50,100,4.5,GL,overcast clouds,2021-04-18 18:43:23
200,Yerbogachen,61.2767,108.0108,7.02,94,49,3.85,RU,scattered clouds,2021-04-18 18:43:23
201,Karpogory,64.0019,44.4451,28.89,65,14,3.76,RU,few clouds,2021-04-18 18:43:23
202,Jalu,29.0331,21.5482,83.8,27,100,22.77,LY,overcast clouds,2021-04-18 18:42:37
203,Bereznik,62.8551,42.7072,31.87,69,2,4.38,RU,clear sky,2021-04-18 18:43:24
204,Kralendijk,12.15,-68.2667,86.0,66,20,20.71,BQ,few clouds,2021-04-18 18:43:24
205,Obihiro,42.9172,143.2044,42.04,91,100,5.19,JP,overcast clouds,2021-04-18 18:43:24
206,Ashdod,31.8167,34.65,82.4,36,0,4.61,IL,clear sky,2021-04-18 18:43:25
207,Kruisfontein,-34.0033,24.7314,68.0,42,0,1.01,ZA,clear sky,2021-04-18 18:43:25
208,Tasiilaq,65.6145,-37.6368,28.4,50,0,1.14,GL,clear sky,2021-04-18 18:43:25
209,Wajima,37.4,136.9,50.97,69,33,21.79,JP,scattered clouds,2021-04-18 18:43:26
210,Caravelas,-17.7125,-39.2481,80.92,69,7,9.01,BR,clear sky,2021-04-18 18:43:26
211,Kulu,39.0951,33.0799,56.39,72,85,4.79,TR,overcast clouds,2021-04-18 18:43:26
212,Sterling,39.0062,-77.4286,64.99,36,40,6.91,US,scattered clouds,2021-04-18 18:40:10
213,Kouango,4.9934,19.9619,76.53,71,100,2.84,CF,light rain,2021-04-18 18:43:27
214,Laguna,38.421,-121.4238,81.0,17,1,4.61,US,clear sky,2021-04-18 18:43:27
215,Ossora,59.2353,163.0719,27.34,90,100,2.95,RU,overcast clouds,2021-04-18 18:43:29
216,Furano,43.2818,142.4743,34.77,97,100,4.92,JP,light snow,2021-04-18 18:43:29
217,Saldanha,-33.0117,17.9442,68.0,68,6,8.05,ZA,clear sky,2021-04-18 18:43:29
218,Miri,4.4148,114.0089,75.2,88,20,3.44,MY,few clouds,2021-04-18 18:43:11
219,Praya,14.9215,-23.5087,75.2,64,20,23.02,CV,few clouds,2021-04-18 18:39:26
220,Ribeira Grande,38.5167,-28.7,64.4,88,20,9.22,PT,few clouds,2021-04-18 18:43:30
221,Churapcha,62.0025,132.4325,18.72,93,100,6.93,RU,overcast clouds,2021-04-18 18:43:30
222,Tarnogskiy Gorodok,60.4997,43.5761,33.13,68,7,6.53,RU,clear sky,2021-04-18 18:43:31
223,Kashary,49.04,41.0056,52.81,55,100,5.88,RU,overcast clouds,2021-04-18 18:43:31
224,Santa Rosa,14.3122,121.1114,82.4,74,20,4.61,PH,few clouds,2021-04-18 18:43:31
225,Mecca,21.4267,39.8261,84.31,35,22,24.16,SA,few clouds,2021-04-18 18:43:32
226,Bereda,43.2686,-7.5406,59.0,61,100,1.01,ES,overcast clouds,2021-04-18 18:43:32
227,Vredendal,-31.6683,18.5012,73.38,35,4,5.7,ZA,clear sky,2021-04-18 18:43:32
228,Mastic Beach,40.7668,-72.8521,62.6,34,20,6.91,US,few clouds,2021-04-18 18:43:32
229,Aykhal,66.0,111.5,-8.86,100,88,2.73,RU,overcast clouds,2021-04-18 18:43:33
230,Bundaberg,-24.85,152.35,64.0,88,2,6.91,AU,clear sky,2021-04-18 18:43:33
231,Okhotsk,59.3833,143.3,27.73,97,100,6.6,RU,light snow,2021-04-18 18:43:33
232,Kasrawad,22.1333,75.6,84.2,16,3,5.75,IN,clear sky,2021-04-18 18:39:06
233,Jacareacanga,-6.2222,-57.7528,76.69,93,100,1.72,BR,overcast clouds,2021-04-18 18:43:34
234,Rjukan,59.8789,8.5941,50.0,52,39,3.0,NO,scattered clouds,2021-04-18 18:43:34
235,Stepnyak,52.8339,70.7803,23.9,66,13,18.43,KZ,few clouds,2021-04-18 18:43:35
236,Kirakira,-10.4544,161.9205,79.66,85,49,5.26,SB,scattered clouds,2021-04-18 18:43:35
237,Kahului,20.8947,-156.47,71.6,100,40,8.05,US,light rain,2021-04-18 18:40:54
238,Bilma,18.6853,12.9164,92.05,5,11,8.46,NE,few clouds,2021-04-18 18:43:36
239,Lind,56.1,8.9833,55.0,54,7,4.61,DK,clear sky,2021-04-18 18:43:36
240,Lowestoft,52.4752,1.7516,48.99,86,0,3.0,GB,clear sky,2021-04-18 18:43:36
241,Vanavara,60.34,102.2797,20.43,85,100,8.14,RU,overcast clouds,2021-04-18 18:43:37
242,Asau,46.4333,26.4,43.0,65,100,1.14,RO,overcast clouds,2021-04-18 18:43:37
243,Clyde River,70.4692,-68.5914,6.8,85,90,11.5,CA,overcast clouds,2021-04-18 18:43:38
244,Issaquah,47.5301,-122.0326,73.0,36,100,3.29,US,overcast clouds,2021-04-18 18:41:14
245,Longyearbyen,78.2186,15.6401,30.2,74,75,5.75,SJ,broken clouds,2021-04-18 18:43:05
246,Isangel,-19.55,169.2667,77.49,86,25,7.7,VU,scattered clouds,2021-04-18 18:43:38
247,Tacoronte,28.4769,-16.4102,69.01,82,40,17.27,ES,scattered clouds,2021-04-18 18:43:38
248,Bayji,34.9311,43.487,81.9,21,5,8.08,IQ,clear sky,2021-04-18 18:43:39
249,La Paz,-16.5,-68.15,61.21,28,1,4.72,BO,clear sky,2021-04-18 18:42:19
250,North Bend,43.4065,-124.2243,54.0,93,90,3.44,US,overcast clouds,2021-04-18 18:43:39
251,Yumen,40.2833,97.2,52.84,30,100,9.8,CN,overcast clouds,2021-04-18 18:43:40
252,Katsuura,35.1333,140.3,53.01,45,0,2.68,JP,clear sky,2021-04-18 18:43:40
253,Sindou,10.6667,-5.1667,93.97,18,18,0.81,BF,few clouds,2021-04-18 18:43:40
254,Bambous Virieux,-20.3428,57.7575,77.0,100,75,11.5,MU,moderate rain,2021-04-18 18:43:05
255,Ostrovnoy,68.0531,39.5131,30.42,84,100,18.03,RU,overcast clouds,2021-04-18 18:43:41
256,Shubarkuduk,49.1447,56.4872,55.87,82,100,4.85,KZ,overcast clouds,2021-04-18 18:43:41
257,Tuskegee,32.424,-85.6916,73.0,45,49,5.01,US,scattered clouds,2021-04-18 18:43:41
258,Dera Bugti,29.0307,69.151,83.48,16,99,2.71,PK,overcast clouds,2021-04-18 18:43:42
259,Nsanje,-16.92,35.262,65.59,90,46,4.25,MW,scattered clouds,2021-04-18 18:43:42
260,Mae Sai,20.4335,99.8762,73.99,100,20,3.44,TH,few clouds,2021-04-18 18:43:45
261,Neuquen,-38.9516,-68.0591,77.0,57,40,5.75,AR,scattered clouds,2021-04-18 18:43:46
262,Raudeberg,61.9875,5.1352,50.0,53,0,4.61,NO,clear sky,2021-04-18 18:43:46
263,Abha,18.2164,42.5053,68.0,55,20,12.82,SA,few clouds,2021-04-18 18:43:46
264,Soyo,-6.1349,12.3689,81.21,86,100,5.99,AO,overcast clouds,2021-04-18 18:43:47
265,Flinders,-34.5833,150.8552,53.01,86,2,1.01,AU,clear sky,2021-04-18 18:43:47
266,Parainen,60.3067,22.301,51.8,32,0,3.44,FI,clear sky,2021-04-18 18:43:48
267,Cayenne,4.9333,-52.3333,82.4,74,75,12.66,GF,broken clouds,2021-04-18 18:43:48
268,Rocha,-34.4833,-54.3333,72.66,68,2,9.26,UY,clear sky,2021-04-18 18:40:26
269,Ituporanga,-27.4144,-49.6025,78.01,77,55,5.99,BR,broken clouds,2021-04-18 18:43:48
270,Georgetown,5.4112,100.3354,82.99,83,20,3.44,MY,few clouds,2021-04-18 18:43:18
271,Hokitika,-42.7167,170.9667,52.56,88,65,3.4,NZ,broken clouds,2021-04-18 18:43:49
272,Grand Gaube,-20.0064,57.6608,77.0,86,100,5.99,MU,light rain,2021-04-18 18:43:49
273,Castelnaudary,43.3183,1.9545,55.4,44,0,9.22,FR,clear sky,2021-04-18 18:43:50
274,Maragogi,-9.0122,-35.2225,78.13,85,100,6.31,BR,overcast clouds,2021-04-18 18:43:50
275,Cuenca,-2.8833,-78.9833,71.6,46,75,5.75,EC,light rain,2021-04-18 18:43:50
276,Cupseni,47.55,23.9333,48.2,81,90,2.3,RO,overcast clouds,2021-04-18 18:43:52
277,Novobelokatay,55.7062,58.9549,30.09,47,0,13.33,RU,clear sky,2021-04-18 18:43:52
278,Dingle,10.9995,122.6711,77.58,75,100,3.94,PH,moderate rain,2021-04-18 18:43:52
279,Paita,-5.0892,-81.1144,78.8,61,40,9.22,PE,scattered clouds,2021-04-18 18:43:53
280,Jiujiang,29.7333,115.9833,59.14,62,56,3.62,CN,broken clouds,2021-04-18 18:43:53
281,Belaya Gora,68.5333,146.4167,-1.5,99,56,3.4,RU,broken clouds,2021-04-18 18:43:54
282,Burns Lake,54.2331,-125.7533,48.2,31,6,11.5,CA,clear sky,2021-04-18 18:42:14
283,Shahreza,32.0339,51.8794,58.42,48,84,4.76,IR,broken clouds,2021-04-18 18:43:54
284,Cozumel,20.5083,-86.9458,87.8,66,75,12.66,MX,broken clouds,2021-04-18 18:43:54
285,Kodinar,20.7903,70.7031,80.56,71,1,12.53,IN,clear sky,2021-04-18 18:43:55
286,Boden,65.8252,21.6886,35.6,80,0,4.61,SE,clear sky,2021-04-18 18:43:55
287,Kapit,2.0167,112.9333,69.4,99,100,1.03,MY,overcast clouds,2021-04-18 18:43:55
288,Casas Grandes,30.3667,-107.95,60.01,34,5,4.0,MX,clear sky,2021-04-18 18:43:56
289,Mackay,-21.15,149.2,71.6,94,75,9.22,AU,broken clouds,2021-04-18 18:43:56
290,San Patricio,28.017,-97.5169,62.01,59,90,16.11,US,overcast clouds,2021-04-18 18:43:56
291,Kuytun,54.3419,101.5036,28.9,68,100,2.21,RU,overcast clouds,2021-04-18 18:43:57
292,Mana,5.6592,-53.7767,82.47,65,100,10.33,GF,overcast clouds,2021-04-18 18:43:57
293,Margate,51.3813,1.3862,46.99,77,98,1.01,GB,overcast clouds,2021-04-18 18:43:57
294,Westlock,54.1502,-113.8688,42.8,45,100,14.97,CA,overcast clouds,2021-04-18 18:43:57
295,Mityana,0.4175,32.0228,73.4,78,20,4.61,UG,few clouds,2021-04-18 18:43:58
296,Indramayu,-6.3264,108.32,78.8,80,87,6.4,ID,overcast clouds,2021-04-18 18:43:58
297,Abu Dhabi,24.4667,54.3667,80.6,47,0,3.44,AE,clear sky,2021-04-18 18:39:03
298,Pangnirtung,66.1451,-65.7125,17.6,67,40,6.91,CA,scattered clouds,2021-04-18 18:43:59
299,San Vicente,-26.6167,-54.1333,79.88,38,0,5.1,AR,light rain,2021-04-18 18:43:59
300,Hasaki,35.7333,140.8333,53.6,37,0,6.91,JP,clear sky,2021-04-18 18:39:13
301,Arnedo,42.2167,-2.1,62.6,39,0,1.14,ES,clear sky,2021-04-18 18:43:59
302,Henties Bay,-22.116,14.2845,82.63,38,3,15.9,NA,clear sky,2021-04-18 18:44:00
303,San Jose,37.3394,-121.895,77.0,37,1,5.75,US,clear sky,2021-04-18 18:39:34
304,Lokosovo,61.1333,74.8167,8.35,88,72,10.49,RU,broken clouds,2021-04-18 18:44:00
305,Along,28.1667,94.7667,62.74,97,100,2.48,IN,overcast clouds,2021-04-18 18:44:01
306,Vila Velha,-20.3297,-40.2925,84.2,70,20,13.8,BR,few clouds,2021-04-18 18:41:27
307,Lasa,46.6166,10.7002,57.2,56,20,8.05,IT,few clouds,2021-04-18 18:44:01
308,Vestmanna,62.1564,-7.1664,44.6,81,75,5.75,FO,broken clouds,2021-04-18 18:44:01
309,Nelson Bay,-32.7167,152.15,53.01,100,40,6.91,AU,scattered clouds,2021-04-18 18:44:02
310,Awbari,26.5921,12.7805,79.99,29,100,11.27,LY,overcast clouds,2021-04-18 18:44:02
311,Vytegra,61.0064,36.4481,33.64,85,0,5.61,RU,clear sky,2021-04-18 18:44:02
312,Belmonte,-15.8631,-38.8828,82.4,69,20,13.8,BR,few clouds,2021-04-18 18:44:03
313,Oktyabrskoye,43.0645,44.7417,51.8,87,100,4.47,RU,overcast clouds,2021-04-18 18:44:03
314,Deqing,30.5448,119.9599,53.01,78,28,1.01,CN,scattered clouds,2021-04-18 18:44:03
315,Itoman,26.1247,127.6694,64.4,63,75,12.66,JP,broken clouds,2021-04-18 18:44:04
316,Whitehorse,60.7161,-135.0538,46.4,39,1,10.36,CA,clear sky,2021-04-18 18:44:04
317,Kaitangata,-46.2817,169.8464,55.99,68,86,1.99,NZ,overcast clouds,2021-04-18 18:43:51
318,Merauke,-8.4667,140.3333,76.06,93,100,7.96,ID,light rain,2021-04-18 18:44:05
319,Touros,-5.1989,-35.4608,78.8,89,75,19.57,BR,broken clouds,2021-04-18 18:44:05
320,Itapecerica,-20.4725,-45.1256,78.37,52,54,4.59,BR,broken clouds,2021-04-18 18:44:05
321,Namatanai,-3.6667,152.4333,80.42,81,95,6.06,PG,overcast clouds,2021-04-18 18:44:06
322,Kirkuk,35.4681,44.3922,74.93,34,19,6.55,IQ,few clouds,2021-04-18 18:44:06
323,Fayaoue,-20.65,166.5333,77.86,82,29,7.9,NC,scattered clouds,2021-04-18 18:43:56
324,Carmen,18.6333,-91.8333,87.8,62,40,6.91,MX,scattered clouds,2021-04-18 18:44:06
325,Daru,-9.0763,143.2092,76.5,92,100,10.07,PG,overcast clouds,2021-04-18 18:44:07
326,Wamba,8.9333,8.6,85.1,49,86,1.32,NG,overcast clouds,2021-04-18 18:44:07
327,Adalaj,23.1667,72.5833,82.4,30,33,4.61,IN,smoke,2021-04-18 18:44:07
328,Prince Rupert,54.3161,-130.3201,55.4,62,1,2.3,CA,clear sky,2021-04-18 18:43:08
329,General Roca,-39.0333,-67.5833,77.0,57,40,5.75,AR,scattered clouds,2021-04-18 18:44:08
330,Saint-Pierre,-21.3393,55.4781,75.2,78,90,11.5,RE,overcast clouds,2021-04-18 18:44:08
331,Grindavik,63.8424,-22.4338,37.4,81,75,29.93,IS,light rain,2021-04-18 18:44:08
332,Port Lincoln,-34.7333,135.8667,57.67,82,0,7.61,AU,clear sky,2021-04-18 18:43:19
